"iso_alpha_3_code","year_start","year_end","year_mid","env_total","env_mat","truemat_vr","truemat","truemat_vr_unscaled","truemat_unscaled","tp","tn","fp","fn","up","un","include_bmat","include_bmis_global","include_bmis","include_bmat_reason","include_bmis_reason","incomplete_vr_multiplier","check_outside_of_vr","study_period_coverage","citation_short","citation_long","completeness_inq","complete_vr","obs_matdeaths","final_env","final_pm","obs_selogpm","type","definition","mat_vr","nonmat_vr","tot","tot_vr","rho_ref","mat_vr_ref","tot_vr_ref","tot_ref","dmname"
"AUT",2005,2006,2005.5,NA,7,7,NA,7,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.0029520295203,TRUE,7,1359,0.00515084621044886,NA,"inq","maternal",3,1356,1359,1359,1,3,1359,1359,"overlapoutvr.singleyrs"
"AUT",2006,2007,2006.5,NA,3,3,NA,3,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00315457413249,TRUE,3,1272,0.00235849056603774,NA,"inq","maternal",2,1270,1272,1272,1,2,1272,1272,"overlapoutvr.singleyrs"
"BRA",1996,1997,1996.5,NA,3039,3039,NA,3039,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.858026142886783,FALSE,3039,62031,0.0489916332156502,NA,"inq","maternal",1443,60588,73067,62031,0.848960543063216,1443,62031,73067,"overlapoutvr.singleyrs"
"BRA",1997,1998,1997.5,NA,3319,3319,NA,3319,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.829795356319959,FALSE,3319,60863,0.0545323102706078,NA,"inq","maternal",1759,59104,71578,60863,0.850303165777194,1759,60863,71578,"overlapoutvr.singleyrs"
"BRA",1998,1999,1998.5,NA,3467,3467,NA,3467,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.847276344115323,FALSE,3467,62185,0.0557529950952802,NA,"inq","maternal",1902,60283,72919,62185,0.852795567684691,1902,62185,72919,"overlapoutvr.singleyrs"
"BRA",1999,2000,1999.5,NA,3004,3004,NA,3004,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.860170902230607,FALSE,3004,62008,0.0484453618887885,NA,"inq","maternal",1768,60240,72157,62008,0.859348365369957,1768,62008,72157,"overlapoutvr.singleyrs"
"BRA",2000,2001,2000.5,NA,2351,1677,2351,1677,2351,NA,NA,NA,NA,674,7880,TRUE,TRUE,FALSE,NA,"HACK - see the function `process_study_data' for more info",1,"Y","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",1,FALSE,2351,70553,0.03332246679801,NA,"inq","maternal",1599,59750,69903,61349,0.877630430739739,1599,61349,69903,"overlapoutvr.singleyrs"
"BRA",2001,2002,2001.5,NA,2209,2209,NA,2209,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.892347694721246,FALSE,2209,61431,0.0359590434796764,NA,"inq","maternal",1515,59916,68688,61431,0.894348357791754,1515,61431,68688,"overlapoutvr.singleyrs"
"BRA",2002,2003,2002.5,NA,2321,2321,NA,2321,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.922963492559989,FALSE,2321,61965,0.0374566287420318,NA,"inq","maternal",1585,60380,68205,61965,0.908511106223884,1585,61965,68205,"overlapoutvr.singleyrs"
"BRA",2003,2004,2003.5,NA,2217,2217,NA,2217,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.930978867082693,FALSE,2217,61763,0.0358952771076535,NA,"inq","maternal",1522,60241,67303,61763,0.917685690088109,1522,61763,67303,"overlapoutvr.singleyrs"
"BRA",2004,2005,2004.5,NA,2302,2302,NA,2302,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.929441373421419,FALSE,2302,62043,0.0371032993246619,NA,"inq","maternal",1573,60470,67273,62043,0.922257071930789,1573,62043,67273,"overlapoutvr.singleyrs"
"BRA",2005,2006,2005.5,NA,2267,1620,2267,1620,2267,NA,NA,NA,NA,647,4638,TRUE,TRUE,FALSE,NA,"HACK - see the function `process_study_data' for more info",1,"Y","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",1,FALSE,2267,67115,0.033777843999106,NA,"inq","maternal",1559,59754,66598,61313,0.920643262560437,1559,61313,66598,"overlapoutvr.singleyrs"
"BRA",2006,2007,2006.5,NA,2272,2272,NA,2272,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.914470951278856,FALSE,2272,61639,0.0368597803338795,NA,"inq","maternal",1538,60101,66931,61639,0.920933498677743,1538,61639,66931,"overlapoutvr.singleyrs"
"BRA",2007,2008,2007.5,NA,2226,2226,NA,2226,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.914963773473311,FALSE,2226,61879,0.0359734320205562,NA,"inq","maternal",1506,60373,66258,61879,0.9339098674877,1506,61879,66258,"overlapoutvr.singleyrs"
"BRA",2008,2009,2008.5,NA,2017,2017,NA,2017,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.932266848196052,FALSE,2017,62997,0.0320173976538565,NA,"inq","maternal",1558,61439,66386,62997,0.94895007983611,1558,62997,66386,"overlapoutvr.singleyrs"
"BRA",2009,2010,2009.5,NA,2087,1863,2087,1863,2087,1439,65211,42,424,224,2120,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,FALSE,2087,67510,0.0309139386757517,NA,"inq","maternal",1481,65635,69460,67116,0.966253959113159,1481,67116,69460,"Multinom.inVR"
"BRA",2010,2011,2010.5,NA,1973,1719,1973,1719,1973,1386,64729,49,333,254,695,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,FALSE,1973,67233,0.0293457082087665,NA,"inq","maternal",1435,65062,67446,66497,0.985929484328203,1435,66497,67446,"Multinom.inVR"
"BRA",2011,2012,2011.5,NA,1800,1615,1800,1615,1800,1266,65349,42,349,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,TRUE,1800,66919,0.026898190349527,NA,"inq","maternal",1308,65698,67006,67006,1,1308,67006,67006,"Multinom.inVR"
"BRA",2012,2013,2012.5,NA,1724,1585,1724,1585,1724,1221,65316,26,364,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,TRUE,1724,66025,0.0261113214691405,NA,"inq","maternal",1247,65680,66927,66927,1,1247,66927,66927,"Multinom.inVR"
"BRA",2013,2014,2013.5,NA,1803,1690,1803,1690,1803,1265,65072,28,425,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,TRUE,1803,65313,0.0276055302925911,NA,"inq","maternal",1293,65497,66790,66790,1,1293,66790,66790,"Multinom.inVR"
"BRA",2014,2015,2014.5,NA,1900,1741,1900,1741,1900,1338,63920,54,403,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,TRUE,1900,64811,0.0293160111709432,NA,"inq","maternal",1392,64323,65715,65715,1,1392,65715,65715,"Multinom.inVR"
"BRA",2015,2016,2015.5,NA,1872,1742,1872,1742,1872,1325,63553,13,417,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,TRUE,1872,63455,0.029501221337956,NA,"inq","maternal",1338,63970,65308,65308,1,1338,65308,65308,"Multinom.inVR"
"BRA",2016,2017,2016.5,NA,1841,1667,1841,1667,1841,1266,65464,16,401,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,TRUE,1841,64546,0.0285222941777957,NA,"inq","maternal",1282,65865,67147,67147,1,1282,67147,67147,"Multinom.inVR"
"BRA",2017,2018,2017.5,NA,1719,1719,1719,1719,1719,1304,62616,31,415,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","Country consultation 2019","Information retrieved during WHO country consultation 2019",1,TRUE,1719,61780,0.0278245386856588,NA,"inq","maternal",1335,63031,64366,64366,1,1335,64366,64366,"Multinom.inVR"
"CAN",1988,1993,1990.5,NA,138,138,NA,138,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal mortality in Canada 1988-1992","Turner LA, Cyr M, Kinch RAH, Liston R, Kramer MS, Fair M et al. Under-reporting of maternal mortality in Canada: a question of definition. Chronic Dis Can. 2002; 23(1):22–30.",0.999412922609386,TRUE,138,28940,0.00476848652384243,NA,"inq","maternal",75,28865,28940,28940,1,10,5719,5719,"overlapoutvr.multipleyrs"
"CHL",2010,2011,2010.5,NA,NA,44,NA,44,NA,27,3358,0,17,0,267,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",0.970890410958904,FALSE,44,3402,0.012933568489124,NA,"inq","maternal",27,3375,3669,3402,0.927228127555192,27,3402,3669,NA
"CHL",2011,2012,2011.5,NA,NA,38,NA,38,NA,25,3097,0,13,0,240,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",0.900862068965517,FALSE,38,3135,0.0121212121212121,NA,"inq","maternal",25,3110,3375,3135,0.928888888888889,25,3135,3375,NA
"CHL",2012,2013,2012.5,NA,NA,43,NA,43,NA,22,3098,0,21,0,250,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",0.914410480349345,FALSE,43,3141,0.0136899076727157,NA,"inq","maternal",22,3119,3391,3141,0.926275434974934,22,3141,3391,NA
"CHL",2013,2014,2013.5,NA,NA,40,NA,40,NA,29,3146,0,11,0,263,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",0.938715380082499,FALSE,40,3186,0.0125549278091651,NA,"inq","maternal",29,3157,3449,3186,0.923746013337199,29,3186,3449,NA
"CHL",2014,2015,2014.5,NA,NA,36,NA,36,NA,18,3009,0,18,0,231,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",0.904365904365904,FALSE,36,3045,0.0118226600985222,NA,"inq","maternal",18,3027,3276,3045,0.92948717948718,18,3045,3276,NA
"CHL",2015,2016,2015.5,NA,NA,38,NA,38,NA,20,3153,0,18,0,241,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",0.96172393007836,FALSE,38,3191,0.0119084926355374,NA,"inq","maternal",20,3171,3432,3191,0.929778554778555,20,3191,3432,NA
"CHL",2016,2017,2016.5,NA,NA,23,NA,23,NA,16,3011,0,7,0,252,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",0.927545093243656,FALSE,23,3034,0.00758075148319051,NA,"inq","maternal",16,3018,3286,3034,0.923311016433354,16,3034,3286,NA
"COL",2002,2003,2002.5,NA,NA,NA,768,NA,768,563,11797,0,104,101,2029,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018","PAHO maternal mortality data set (reflecting communication on data requests collected via questionnaire). November-December, 2018.",1,FALSE,768,14469,0.0530789964752229,NA,"inq","maternal",563,11901,14594,12464,0.854049609428532,563,12464,14594,NA
"CRI",2003,2004,2003.5,NA,24,24,NA,24,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","BIRMM 2014 (ISPRMM 2003-2012)","Proceso de Búsqueda Intencional y Reclasificación de Mortalidad Materna [Intentional Search Process and Reclassification of Maternal Mortality (ISPRMM)]. San José: Ministerio de Salud, Instituto Nacional de Estadística y Censos (INEC) [Costa Rica]; 2014 (in Spanish).",0.978555304740406,FALSE,24,867,0.027681660899654,NA,"inq","maternal",24,843,911,867,0.951701427003293,24,867,911,"overlapoutvr.singleyrs"
"CRI",2004,2005,2004.5,NA,22,21,22,21,22,NA,835,NA,5,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","BIRMM 2014 (ISPRMM 2003-2012)","Proceso de Búsqueda Intencional y Reclasificación de Mortalidad Materna [Intentional Search Process and Reclassification of Maternal Mortality (ISPRMM)]. San José: Ministerio de Salud, Instituto Nacional de Estadística y Censos (INEC) [Costa Rica]; 2014 (in Spanish).",1,FALSE,22,909,0.0242024202420242,NA,"inq","maternal",25,840,890,865,0.971910112359551,25,865,890,NA
"CRI",2005,2006,2005.5,NA,27,25,27,25,27,NA,796,NA,8,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","BIRMM 2014 (ISPRMM 2003-2012)","Proceso de Búsqueda Intencional y Reclasificación de Mortalidad Materna [Intentional Search Process and Reclassification of Maternal Mortality (ISPRMM)]. San José: Ministerio de Salud, Instituto Nacional de Estadística y Censos (INEC) [Costa Rica]; 2014 (in Spanish).",1,FALSE,27,889,0.0303712035995501,NA,"inq","maternal",24,804,879,828,0.9419795221843,24,828,879,NA
"CRI",2006,2007,2006.5,NA,28,25,28,25,28,NA,881,NA,9,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","BIRMM 2014 (ISPRMM 2003-2012)","Proceso de Búsqueda Intencional y Reclasificación de Mortalidad Materna [Intentional Search Process and Reclassification of Maternal Mortality (ISPRMM)]. San José: Ministerio de Salud, Instituto Nacional de Estadística y Censos (INEC) [Costa Rica]; 2014 (in Spanish).",1,FALSE,28,896,0.03125,NA,"inq","maternal",24,890,995,914,0.918592964824121,24,914,995,NA
"CRI",2007,2008,2007.5,NA,14,12,14,12,14,NA,756,NA,5,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","BIRMM 2014 (ISPRMM 2003-2012)","Proceso de Búsqueda Intencional y Reclasificación de Mortalidad Materna [Intentional Search Process and Reclassification of Maternal Mortality (ISPRMM)]. San José: Ministerio de Salud, Instituto Nacional de Estadística y Censos (INEC) [Costa Rica]; 2014 (in Spanish).",1,FALSE,14,929,0.0150699677072121,NA,"inq","maternal",10,761,855,771,0.901754385964912,10,771,855,NA
"CRI",2008,2009,2008.5,NA,25,22,25,22,25,NA,783,NA,9,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","BIRMM 2014 (ISPRMM 2003-2012)","Proceso de Búsqueda Intencional y Reclasificación de Mortalidad Materna [Intentional Search Process and Reclassification of Maternal Mortality (ISPRMM)]. San José: Ministerio de Salud, Instituto Nacional de Estadística y Censos (INEC) [Costa Rica]; 2014 (in Spanish).",1,FALSE,25,941,0.026567481402763,NA,"inq","maternal",19,792,895,811,0.906145251396648,19,811,895,NA
